model,resolution_q,beta,weight,mean_residual_product,weighted_mean_contribution,combined_mean,standard_error,statistic,normal_p_one_sided
constant,2,2,-0.47792869269949056,0,-0,0,0,,1
constant,3,2,0.55772495755517837,0,0,0,0,,1
constant,4,2,0.92020373514431242,0,0,0,0,,1
copy,2,2,-0.47792869269949056,0.16472118478598902,-0.078724980504678951,-0.018947827842612484,0.019478848888363858,-0.97273858179224382,0.83465837765336426
copy,3,2,0.55772495755517837,0.08519697995461302,0.047516482029015927,-0.018947827842612484,0.019478848888363858,-0.97273858179224382,0.83465837765336426
copy,4,2,0.92020373514431242,0.013323865318942363,0.012260670633050528,-0.018947827842612484,0.019478848888363858,-0.97273858179224382,0.83465837765336426
reverse_order,2,2,-0.47792869269949056,-0.1647211847859891,0.078724980504678979,0.018947827842612546,0.019478848888363879,0.97273858179224593,0.16534162234663524
reverse_order,3,2,0.55772495755517837,-0.085196979954613047,-0.047516482029015941,0.018947827842612546,0.019478848888363879,0.97273858179224593,0.16534162234663524
reverse_order,4,2,0.92020373514431242,-0.01332386531894233,-0.012260670633050497,0.018947827842612546,0.019478848888363879,0.97273858179224593,0.16534162234663524
same_order,2,2,-0.47792869269949056,0.16472118478598902,-0.078724980504678951,-0.018947827842612484,0.019478848888363858,-0.97273858179224382,0.83465837765336426
same_order,3,2,0.55772495755517837,0.08519697995461302,0.047516482029015927,-0.018947827842612484,0.019478848888363858,-0.97273858179224382,0.83465837765336426
same_order,4,2,0.92020373514431242,0.013323865318942363,0.012260670633050528,-0.018947827842612484,0.019478848888363858,-0.97273858179224382,0.83465837765336426
signal,2,2,-0.47792869269949056,0.73364340812790296,-0.35062923495416748,0.67526109730594575,0.093135478360847707,7.2503100772155591,2.0790928614545271e-13
signal,3,2,0.55772495755517837,0.72152809324248712,0.40241422517853492,0.67526109730594575,0.093135478360847707,7.2503100772155591,2.0790928614545271e-13
signal,4,2,0.92020373514431242,0.67754137835987027,0.62347610708157841,0.67526109730594575,0.093135478360847707,7.2503100772155591,2.0790928614545271e-13
unrelated,2,2,-0.47792869269949056,0.13355361977773877,-0.063829106905659516,0.12374545195316049,0.10818092351668968,1.1438749821179848,0.12633774386272251
unrelated,3,2,0.55772495755517837,0.14373871779754335,0.080166670282670632,0.12374545195316049,0.10818092351668968,1.1438749821179848,0.12633774386272251
unrelated,4,2,0.92020373514431242,0.11672185677371211,0.10740788857614934,0.12374545195316049,0.10818092351668968,1.1438749821179848,0.12633774386272251
