task,baseline,candidate,budget_method,bias,true_bias,mean,U_radius,U_lower,U_p,betting_p,bias_covers,queries,known_category_metadata_rows,center,linear_a_radius,linear_b_radius,product_radius,absent_allowance,upper,delta,categories_used,categories_absent,information_contract,U_BY,U_retained,betting_BY,betting_retained
appliances,ridge,persistence,original_rectangle,0.0384961896013335,0.00012161712695414758,0.018343841416718583,0.005385118525559145,-0.02553746671017406,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,persistence,known_mass_rectangle,0.029677552025536815,0.00012161712695414758,0.018343841416718583,0.005385118525559145,-0.01671882913437738,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,persistence,known_mass_aggregate,0.004375824759681263,0.00012161712695414758,0.018343841416718583,0.005385118525559145,0.008582898131478174,0.00024024819489278296,0.0002299605781865966,True,32768,336,-0.00022561128237330507,0.0011629961841062332,0.0011346660037749778,0.0023037738541733573,0.0,0.004375824759681263,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,0.00522368218038308,True,0.0030619327111643165,True
appliances,ridge,persistence,oracle_diagnostic,0.00012161712695414758,0.00012161712695414758,0.018343841416718583,0.005385118525559145,0.01283710576420529,0.0002300727095908884,0.0002299605781865966,True,32768,336,,,,,,,,,,,0.005002438057104744,True,0.0012500000006878727,True
appliances,ridge,seasonal_day,original_rectangle,0.0391603373109318,7.049666734671261e-05,0.007347699198607825,0.005087808316311772,-0.03690044642863575,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,seasonal_day,known_mass_rectangle,0.03011461341805122,7.049666734671261e-05,0.007347699198607825,0.005087808316311772,-0.027854722535755168,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,seasonal_day,known_mass_aggregate,0.005067674905353133,7.049666734671261e-05,0.007347699198607825,0.005087808316311772,-0.0028077840230570804,0.5907409691857407,0.268539321245371,True,32768,336,0.00014238418086359885,0.0011629961841062332,0.0014585206862099437,0.0023037738541733573,0.0,0.005067674905353133,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,1.0,False,1.0,False
appliances,ridge,seasonal_day,oracle_diagnostic,7.049666734671261e-05,7.049666734671261e-05,0.007347699198607825,0.005087808316311772,0.0021893942149493403,0.005890982848314232,0.0002299605783131435,True,32768,336,,,,,,,,,,,0.032021699625479495,True,0.0012500000006878727,True
appliances,ridge,seasonal_week,original_rectangle,0.0383296550194416,-3.0125423380742578e-05,-0.007405875519189079,0.00507373868305892,-0.0508092692216896,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,seasonal_week,known_mass_rectangle,0.029322182897275152,-3.0125423380742578e-05,-0.007405875519189079,0.00507373868305892,-0.041801797099523155,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,seasonal_week,known_mass_aggregate,0.004619584439226394,-3.0125423380742578e-05,-0.007405875519189079,0.00507373868305892,-0.017099198641474394,1.0,1.0,True,32768,336,0.00014084890630825024,0.0011629961841062332,0.001011965494638554,0.0023037738541733573,0.0,0.004619584439226394,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,1.0,False,1.0,False
appliances,ridge,seasonal_week,oracle_diagnostic,-3.0125423380742578e-05,-3.0125423380742578e-05,-0.007405875519189079,0.00507373868305892,-0.012449488778867257,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,ridge_full,original_rectangle,0.0373692190668715,4.8638314509190654e-05,0.0014937598779566532,0.005194832582756375,-0.041070291771671215,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,ridge_full,known_mass_rectangle,0.0287387578251541,4.8638314509190654e-05,0.0014937598779566532,0.005194832582756375,-0.03243983052995383,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,ridge_full,known_mass_aggregate,0.004532174384769454,4.8638314509190654e-05,0.0014937598779566532,0.005194832582756375,-0.008233247089569176,1.0,1.0,True,32768,336,-4.303446763407164e-05,0.0011629961841062332,0.0011084388141239354,0.0023037738541733573,0.0,0.004532174384769454,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,1.0,False,1.0,False
appliances,ridge,ridge_full,oracle_diagnostic,4.8638314509190654e-05,4.8638314509190654e-05,0.0014937598779566532,0.005194832582756375,-0.0037497110193089127,1.0,0.5590545238644632,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,hist_gradient_boosting,original_rectangle,0.0370645315447972,7.2806056988612e-05,0.009306859904507872,0.005054991099669486,-0.03281266273995881,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,hist_gradient_boosting,known_mass_rectangle,0.02853739944584531,7.2806056988612e-05,0.009306859904507872,0.005054991099669486,-0.024285530641006924,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,hist_gradient_boosting,known_mass_aggregate,0.0045459635802021685,7.2806056988612e-05,0.009306859904507872,0.005054991099669486,-0.0002940947753637827,0.06610839308554473,0.0003383386692954068,True,32768,336,-0.0002014425447822562,0.0011629961841062332,0.001280636086704834,0.0023037738541733573,0.0,0.0045459635802021685,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,0.47912844893428125,False,0.0030619327111643165,True
appliances,ridge,hist_gradient_boosting,oracle_diagnostic,7.2806056988612e-05,7.2806056988612e-05,0.009306859904507872,0.005054991099669486,0.004179062747849774,0.0009315863899391416,0.0002299605781865966,True,32768,336,,,,,,,,,,,0.0067517832642255875,True,0.0012500000006878727,True
appliances,ridge,extra_trees,original_rectangle,0.0381046474146788,7.854696330388282e-05,0.009947914665696082,0.005199199708918338,-0.03335593245790105,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,extra_trees,known_mass_rectangle,0.029274525482467256,7.854696330388282e-05,0.009947914665696082,0.005199199708918338,-0.02452581052568951,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,extra_trees,known_mass_aggregate,0.004327718234835345,7.854696330388282e-05,0.009947914665696082,0.005199199708918338,0.00042099672194239896,0.03381089000352019,0.00042247428997667976,True,32768,336,-0.0001838094399796176,0.0011629961841062332,0.0010447576365353727,0.0023037738541733573,0.0,0.004327718234835345,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,0.367572675609698,False,0.0030619327111643165,True
appliances,ridge,extra_trees,oracle_diagnostic,7.854696330388282e-05,7.854696330388282e-05,0.009947914665696082,0.005199199708918338,0.004670167993473861,0.000724037549445052,0.00022996057818659688,True,32768,336,,,,,,,,,,,0.0067517832642255875,True,0.0012500000006878727,True
appliances,ridge,category_copy,original_rectangle,0.0372518883729983,2.8069090002098153e-05,3.694775079415169e-05,0.0049532523070406065,-0.04216819292924476,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,category_copy,known_mass_rectangle,0.028501725482867574,2.8069090002098153e-05,3.694775079415169e-05,0.0049532523070406065,-0.03341803003911403,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,category_copy,known_mass_aggregate,0.00431595717809034,2.8069090002098153e-05,3.694775079415169e-05,0.0049532523070406065,-0.009232261734336795,1.0,1.0,True,32768,336,-0.00024570665489084505,0.0011629961841062332,0.0010948937947015938,0.0023037738541733573,0.0,0.00431595717809034,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,1.0,False,1.0,False
appliances,ridge,category_copy,oracle_diagnostic,2.8069090002098153e-05,2.8069090002098153e-05,3.694775079415169e-05,0.0049532523070406065,-0.004944373646248553,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,independent_noise,original_rectangle,0.0385776266404908,-7.083861491986678e-06,-0.000531376464222595,0.005268249651109988,-0.04437725275582339,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,independent_noise,known_mass_rectangle,0.029648091155425958,-7.083861491986678e-06,-0.000531376464222595,0.005268249651109988,-0.035447717270758544,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,ridge,independent_noise,known_mass_aggregate,0.004750521326384896,-7.083861491986678e-06,-0.000531376464222595,0.005268249651109988,-0.01055014744171748,1.0,1.0,True,32768,336,8.35141116233767e-06,0.0011629961841062332,0.001275399876942968,0.0023037738541733573,0.0,0.004750521326384896,0.0002299605781865966,31.0,0.0,category probabilities known exactly; independent streams,1.0,False,1.0,False
appliances,ridge,independent_noise,oracle_diagnostic,-7.083861491986678e-06,-7.083861491986678e-06,-0.000531376464222595,0.005268249651109988,-0.0057925422538405965,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,seasonal_day,persistence,original_rectangle,0.0423464990402627,0.00016701889019125237,0.04211540154585952,0.004742040390566456,-0.004973137884969634,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,seasonal_day,persistence,known_mass_rectangle,0.029888388284108433,0.00016701889019125237,0.04211540154585952,0.004742040390566456,0.007484972871184632,0.00023492825527837225,0.0002299605781865966,True,32768,336,,,,,,,,,,,0.0051080114933383216,True,0.001727180946052782,True
appliances,seasonal_day,persistence,known_mass_aggregate,0.0047967503771141765,0.00016701889019125237,0.04211540154585952,0.004742040390566456,0.03257661077817889,0.0002299605781865966,0.0002299605781865966,True,32768,336,-0.00022429458266054825,0.0015208002828486604,0.0013382146696421047,0.0021620300072839596,0.0,0.0047967503771141765,0.0002299605781865966,30.0,0.0,category probabilities known exactly; independent streams,0.0012500000010030677,True,0.0011832881578246663,True
appliances,seasonal_day,persistence,oracle_diagnostic,0.00016701889019125237,0.00016701889019125237,0.04211540154585952,0.004742040390566456,0.03720634226510181,0.0002299605781865966,0.0002299605781865966,True,32768,336,,,,,,,,,,,0.0012500000000007648,True,0.001,True
appliances,seasonal_day,seasonal_day,original_rectangle,0.0369067103085865,4.218012230408112e-06,0.000278240299293339,0.0047953290915057345,-0.041423799100798894,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,seasonal_day,seasonal_day,known_mass_rectangle,0.026578753647995303,4.218012230408112e-06,0.000278240299293339,0.0047953290915057345,-0.0310958424402077,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,seasonal_day,seasonal_day,known_mass_aggregate,0.004868465124923006,4.218012230408112e-06,0.000278240299293339,0.0047953290915057345,-0.0093855539171354,1.0,1.0,True,32768,336,-0.00021229469997910145,0.0015208002828486604,0.0013979295347694872,0.0021620300072839596,0.0,0.004868465124923006,0.0002299605781865966,30.0,0.0,category probabilities known exactly; independent streams,1.0,False,1.0,False
appliances,seasonal_day,seasonal_day,oracle_diagnostic,4.218012230408112e-06,4.218012230408112e-06,0.000278240299293339,0.0047953290915057345,-0.004521306804442803,1.0,0.6787377406075153,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
appliances,seasonal_day,seasonal_week,original_rectangle,0.0391246335501718,9.954664407962294e-05,0.010014186133129162,0.0051965531472813594,-0.034307000564324,1.0,1.0,True,32768,336,,,,,,,,,,,1.0,False,1.0,False
